tconst,ordering,nconst,titleType_x,originalTitle_x,isAdult_x,endYear_x,runtimeMinutes_x,titleType_y,primaryTitle,originalTitle_y,isAdult_y,startYear,endYear_y,runtimeMinutes_y,genres,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,age
tt0034637,2.0,nm0619254,movie,The Dawn Express,0.0,\N,62.0,movie,The Dawn Express,The Dawn Express,0,1942,\N,62,"Action,Crime,Drama",Anne Nagel,1915,1966,"actress,soundtrack,archive_footage","tt0033879,tt0031394,tt0032559,tt0032258",27
tt0034663,2.0,nm0766006,movie,Don Giovanni,0.0,\N,82.0,movie,Loves of Don Juan,Don Giovanni,0,1942,\N,82,"Action,Drama",Dina Sassoli,1920,2008,actress,"tt0041820,tt0034071,tt0033449,tt0031660",22
tt0034664,6.0,nm0230068,movie,Don Winslow of the Navy,0.0,\N,237.0,movie,Don Winslow of the Navy,Don Winslow of the Navy,0,1942,\N,237,"Action,Adventure,War",Claire Dodd,1911,1973,"actress,soundtrack,archive_footage","tt0026942,tt0026184,tt0027429,tt0025758",31
tt0034684,1.0,nm0613262,movie,Drums of the Congo,0.0,\N,61.0,movie,Drums of the Congo,Drums of the Congo,0,1942,\N,61,"Action,Adventure,Drama",Ona Munson,1903,1955,"actress,soundtrack,archive_footage","tt0031381,tt0021697,tt0034175,tt0039757",39
tt0034689,2.0,nm0096458,movie,Duke of the Navy,0.0,\N,63.0,movie,Duke of the Navy,Duke of the Navy,0,1942,\N,63,"Action,Adventure,Comedy",Veda Ann Borg,1915,1973,"actress,soundtrack,archive_footage","tt0037913,tt0029080,tt0039169,tt0053580",27
tt0034739,3.0,nm0450810,movie,Flight Lieutenant,0.0,\N,80.0,movie,Flight Lieutenant,Flight Lieutenant,0,1942,\N,80,"Action,Drama,Romance",Evelyn Keyes,1916,2008,"actress,soundtrack,archive_footage","tt0048605,tt0043938,tt0041663,tt0031381",26
tt0034742,3.0,nm0496819,movie,Flying Tigers,0.0,\N,102.0,movie,Flying Tigers,Flying Tigers,0,1942,\N,102,"Action,Drama,Romance",Anna Lee,1913,2004,"actress,soundtrack,archive_footage","tt0059742,tt0056687,tt0056758,tt0033729",29
tt0034754,2.0,nm0832561,movie,Freckles Comes Home,0.0,\N,63.0,movie,Freckles Comes Home,Freckles Comes Home,0,1942,\N,63,"Action,Comedy,Crime",Gale Storm,1922,2009,"actress,soundtrack,archive_footage","tt0042242,tt0039502,tt0048863,tt0036198",20
tt0034758,1.0,nm0381154,movie,Frisco Lil,0.0,\N,60.0,movie,Frisco Lil,Frisco Lil,0,1942,\N,60,"Action,Crime,Drama",Irene Hervey,1909,1998,"actress,soundtrack","tt0067588,tt0035124,tt0064117,tt0025004",33
tt0034765,1.0,nm0812726,movie,G.P.U.,0.0,\N,99.0,movie,G.P.U.,G.P.U.,0,1942,\N,99,"Action,Crime,Drama",Laura Solari,1913,1984,actress,"tt0046250,tt0057460,tt0040937,tt0035000",29
tt0034804,2.0,nm0285864,movie,The Gorilla Man,0.0,\N,84.0,movie,The Gorilla Man,The Gorilla Man,0,1943,\N,84,"Action,Adventure,Drama",Ruth Ford,1911,2009,"actress,writer,archive_footage","tt0038258,tt0030881,tt0370179,tt0037465",32
tt0034878,2.0,nm0943553,movie,Hurricane Smith,0.0,\N,68.0,movie,Hurricane Smith,Hurricane Smith,0,1941,\N,68,"Action,Crime,Drama",Jane Wyatt,1910,2006,"actress,soundtrack,archive_footage","tt0092007,tt0046600,tt0040695,tt0029162",31
tt0034883,2.0,nm0084098,movie,I Was Framed,0.0,\N,61.0,movie,I Was Framed,I Was Framed,0,1942,\N,61,"Action,Adventure,Crime",Julie Bishop,1914,2001,"actress,soundtrack,archive_footage","tt0036218,tt0041963,tt0024894,tt0027376",28
tt0034902,1.0,nm0557314,movie,Invisible Agent,0.0,\N,81.0,movie,Invisible Agent,Invisible Agent,0,1942,\N,81,"Action,Adventure,Romance",Ilona Massey,1910,1974,"actress,soundtrack,archive_footage","tt0035899,tt0034902,tt0033758,tt0041604",32
tt0034911,2.0,nm0350374,movie,Jail House Blues,0.0,\N,62.0,movie,Jail House Blues,Jail House Blues,0,1942,\N,62,"Action,Comedy,Musical",Anne Gwynne,1918,2003,"actress,soundtrack,archive_footage","tt0036931,tt0037302,tt0039320,tt0041133",24
tt0034928,5.0,nm0213619,movie,Jungle Book,0.0,\N,108.0,movie,The Jungle Book,Jungle Book,0,1942,\N,108,"Action,Adventure,Family",Rosemary DeCamp,1910,2001,"actress,soundtrack,archive_footage","tt0047752,tt0043880,tt0036430,tt0053559",32
tt0034931,2.0,nm0915913,movie,Just Off Broadway,0.0,\N,65.0,movie,Just Off Broadway,Just Off Broadway,0,1942,\N,65,"Action,Comedy,Crime",Marjorie Weaver,1913,1994,"actress,soundtrack,archive_footage","tt0035027,tt0036878,tt0034931,tt0032788",29
tt0034944,4.0,nm0236990,movie,King of the Mounties,0.0,\N,196.0,movie,King of the Mounties,King of the Mounties,0,1942,\N,196,"Action,Adventure,Western",Peggy Drake,1922,2014,actress,"tt0035477,tt0034944",20
tt0034948,2.0,nm0265478,movie,Klondike Fury,0.0,\N,68.0,movie,Klondike Fury,Klondike Fury,0,1942,\N,68,"Action,Adventure,Drama",Lucile Fairbanks,1917,1999,"actress,soundtrack,archive_footage","tt0032499,tt0032297,tt0034236,tt0034948",25
tt0034983,2.0,nm0431502,movie,"Little Tokyo, U.S.A.",0.0,\N,64.0,movie,"Little Tokyo, U.S.A.","Little Tokyo, U.S.A.",0,1942,\N,64,"Action,Crime,Drama",Brenda Joyce,1917,2009,"actress,archive_footage","tt0031835,tt0038151,tt0039011,tt0037989",25
tt0035010,1.0,nm0000909,movie,Madame Spy,0.0,\N,63.0,movie,Madame Spy,Madame Spy,0,1942,\N,63,"Action,Adventure,Crime",Constance Bennett,1904,1965,"actress,producer,soundtrack","tt0029682,tt0023786,tt0021825,tt0030442",38
tt0035026,3.0,nm0265478,movie,The Man Who Returned to Life,0.0,\N,61.0,movie,The Man Who Returned to Life,The Man Who Returned to Life,0,1942,\N,61,"Action,Crime,Drama",Lucile Fairbanks,1917,1999,"actress,soundtrack,archive_footage","tt0032499,tt0032297,tt0034236,tt0034948",25
tt0035032,2.0,nm0152460,movie,A Man's World,0.0,\N,63.0,movie,A Man's World,A Man's World,0,1942,\N,63,"Action,Adventure,Drama",Marguerite Chapman,1918,1999,"actress,soundtrack,archive_footage","tt0048605,tt0040245,tt0035032,tt0053593",24
tt0035051,1.0,nm0686032,movie,So's Your Aunt Emma!,0.0,\N,62.0,movie,So's Your Aunt Emma!,So's Your Aunt Emma!,0,1942,\N,62,"Action,Comedy,Crime",Zasu Pitts,1894,1963,"actress,soundtrack,archive_footage","tt0015881,tt0057193,tt0026955,tt0032847",48
tt0035057,2.0,nm0829362,movie,Men of San Quentin,0.0,\N,80.0,movie,Men of San Quentin,Men of San Quentin,0,1942,\N,80,"Action,Crime,Drama",Eleanor Stewart,1913,2007,"actress,miscellaneous,archive_footage","tt0029464,tt0030690,tt0034030,tt0033238",29
tt0035067,2.0,nm0400490,movie,The Miracle Kid,0.0,\N,69.0,movie,The Miracle Kid,The Miracle Kid,0,1941,\N,69,"Action,Comedy,Romance",Carol Hughes,1910,1995,"actress,soundtrack,archive_footage","tt0032274,tt0032475,tt0030193,tt0029475",31
tt0035087,3.0,nm0915848,movie,Mountain Rhythm,0.0,\N,70.0,movie,Mountain Rhythm,Mountain Rhythm,0,1943,\N,70,"Action,Comedy,Music",June Weaver,1891,1977,"actress,soundtrack,archive_footage","tt0034319,tt0151123,tt0032629,tt0035087",52
tt0035098,1.0,nm0256207,movie,Murder in the Big House,0.0,\N,59.0,movie,Murder in the Big House,Murder in the Big House,0,1942,\N,59,"Action,Adventure,Crime",Faye Emerson,1917,1983,"actress,soundtrack,archive_footage","tt0036641,tt0037632,tt0037055,tt0034959",25
tt0035153,8.0,nm0114386,movie,One of Our Aircraft Is Missing,0.0,\N,82.0,movie,One of Our Aircraft Is Missing,One of Our Aircraft Is Missing,0,1942,\N,82,"Action,Adventure,Drama",Pamela Brown,1917,1975,actress,"tt0056937,tt0035153,tt0055598,tt0037800",25
tt0035172,1.0,nm0152460,movie,Parachute Nurse,0.0,\N,63.0,movie,Parachute Nurse,Parachute Nurse,0,1942,\N,63,"Action,Drama,Romance",Marguerite Chapman,1918,1999,"actress,soundtrack,archive_footage","tt0048605,tt0040245,tt0035032,tt0053593",24
tt0035195,1.0,nm0000017,movie,Pittsburgh,0.0,\N,92.0,movie,Pittsburgh,Pittsburgh,0,1942,\N,92,"Action,Drama,Romance",Marlene Dietrich,1901,1992,"actress,music_department,soundtrack","tt0051201,tt0055031,tt0052311,tt0021156",41
tt0035199,1.0,nm0550583,movie,Police Bullets,0.0,\N,61.0,movie,Police Bullets,Police Bullets,0,1942,\N,61,"Action,Crime,Drama",Joan Marsh,1914,2000,"actress,soundtrack,archive_footage","tt0024486,tt0035199,tt0036337,tt0026071",28
tt0035244,3.0,nm0002104,movie,Reap the Wild Wind,0.0,\N,123.0,movie,Reap the Wild Wind,Reap the Wild Wind,0,1942,\N,123,"Action,Adventure,Drama",Paulette Goddard,1910,1990,"actress,producer,soundtrack","tt0032520,tt0027977,tt0033722,tt0037849",32
tt0035299,3.0,nm0619254,movie,The Secret Code,0.0,\N,275.0,movie,The Secret Code,The Secret Code,0,1942,\N,275,"Action,Adventure,Drama",Anne Nagel,1915,1966,"actress,soundtrack,archive_footage","tt0033879,tt0031394,tt0032559,tt0032258",27
tt0035308,2.0,nm0335748,movie,Seven Miles from Alcatraz,0.0,\N,62.0,movie,Seven Miles from Alcatraz,Seven Miles from Alcatraz,0,1942,\N,62,"Action,Drama,Thriller",Bonita Granville,1923,1988,"producer,actress,director","tt0035140,tt0030442,tt0030491,tt0028356",19
tt0035372,4.0,nm0152460,movie,Spy Smasher,0.0,\N,215.0,movie,Spy Smasher,Spy Smasher,0,1942,\N,215,"Action,Adventure,Family",Marguerite Chapman,1918,1999,"actress,soundtrack,archive_footage","tt0048605,tt0040245,tt0035032,tt0053593",24
tt0035419,2.0,nm0001577,movie,Tarzan's New York Adventure,0.0,\N,71.0,movie,Tarzan's New York Adventure,Tarzan's New York Adventure,0,1942,\N,71,"Action,Adventure",Maureen O'Sullivan,1911,1998,"actress,soundtrack,archive_footage","tt0025878,tt0091167,tt0025862,tt0023551",31
tt0035453,2.0,nm0662335,movie,Tomorrow We Live,0.0,\N,64.0,movie,Tomorrow We Live,Tomorrow We Live,0,1942,\N,64,"Action,Crime,Drama",Jean Parker,1915,2005,"actress,soundtrack,archive_footage","tt0024264,tt0042531,tt0035453,tt0036653",27
tt0035458,2.0,nm0662335,movie,Torpedo Boat,0.0,\N,70.0,movie,Torpedo Boat,Torpedo Boat,0,1942,\N,70,"Action,Drama,Romance",Jean Parker,1915,2005,"actress,soundtrack,archive_footage","tt0024264,tt0042531,tt0035453,tt0036653",27
tt0035465,2.0,nm0662335,movie,The Traitor Within,0.0,\N,62.0,movie,The Traitor Within,The Traitor Within,0,1942,\N,62,"Action,Crime,Drama",Jean Parker,1915,2005,"actress,soundtrack,archive_footage","tt0024264,tt0042531,tt0035453,tt0036653",27
tt0035471,2.0,nm0602955,movie,Treat 'Em Rough,0.0,\N,61.0,movie,Treat 'Em Rough,Treat 'Em Rough,0,1942,\N,61,"Action,Crime,Drama",Peggy Moran,1918,2002,"actress,soundtrack,archive_footage","tt0032818,tt0033728,tt0035309,tt0032873",24
tt0035480,4.0,nm0510989,movie,Two Weeks to Live,0.0,\N,76.0,movie,Two Weeks to Live,Two Weeks to Live,0,1943,\N,76,"Action,Comedy",Kay Linaker,1913,2008,"actress,writer,soundtrack","tt0094761,tt0051418,tt0035532,tt0031371",30
tt0035481,3.0,nm0086268,movie,Two Yanks in Trinidad,0.0,\N,84.0,movie,Two Yanks in Trinidad,Two Yanks in Trinidad,0,1942,\N,84,"Action,Adventure,Comedy",Janet Blair,1921,2007,"actress,soundtrack,archive_footage","tt0040166,tt0040379,tt0035105,tt0040457",21
tt0035488,2.0,nm0112108,movie,Underground Agent,0.0,\N,70.0,movie,Underground Agent,Underground Agent,0,1942,\N,70,"Action,Drama,Romance",Leslie Brooks,1922,2011,"actress,soundtrack,archive_footage","tt0038722,tt0177633,tt0038649,tt0035583",20
tt0035532,4.0,nm0510989,movie,War Dogs,0.0,\N,64.0,movie,War Dogs,War Dogs,0,1942,\N,64,"Action,Adventure,Drama",Kay Linaker,1913,2008,"actress,writer,soundtrack","tt0094761,tt0051418,tt0035532,tt0031371",29
tt0035556,2.0,nm0397486,movie,Who Is Hope Schuyler?,0.0,\N,59.0,movie,Who Is Hope Schuyler?,Who Is Hope Schuyler?,0,1942,\N,59,"Action,Adventure,Comedy",Mary Howard,1914,2009,"actress,soundtrack,archive_footage","tt0032181,tt0033389,tt0035437,tt0034997",28
tt0035570,2.0,nm0663540,movie,X Marks the Spot,0.0,\N,55.0,movie,X Marks the Spot,X Marks the Spot,0,1942,\N,55,"Action,Crime,Mystery",Helen Parrish,1923,1959,"actress,soundtrack,archive_footage","tt0032030,tt0036189,tt0035428,tt0035738",19
tt0035611,2.0,nm0387556,movie,The Adventures of Smilin' Jack,0.0,\N,265.0,movie,The Adventures of Smilin' Jack,The Adventures of Smilin' Jack,0,1943,\N,265,"Action,Adventure,War",Rose Hobart,1906,2000,"actress,soundtrack,archive_footage","tt0022835,tt0037611,tt0021074,tt0033747",37
tt0035665,6.0,nm0666408,movie,Batman,0.0,\N,260.0,movie,Batman,Batman,0,1943,\N,260,"Action,Crime,Family",Shirley Patterson,1922,1995,"actress,archive_footage","tt0049964,tt0050622,tt0035665,tt0051786",21
tt0035729,2.0,nm0826479,movie,Chetniks,0.0,\N,73.0,movie,The Fighting Guerrillas,Chetniks,0,1943,\N,73,"Action,Drama,War",Anna Sten,1908,1993,"actress,miscellaneous,soundtrack","tt0017809,tt0025555,tt0025964,tt0021681",35
tt0035757,3.0,nm0707048,movie,Corvette K-225,0.0,\N,98.0,movie,Corvette K-225,Corvette K-225,0,1943,\N,98,"Action,Drama,Romance",Ella Raines,1920,1988,"actress,soundtrack,archive_footage","tt0036260,tt0041503,tt0036891,tt0037330",23
tt0035761,1.0,nm0486387,movie,Cowboy in Manhattan,0.0,\N,56.0,movie,Cowboy in Manhattan,Cowboy in Manhattan,0,1943,\N,56,"Action,Comedy,Music",Frances Langford,1913,2005,"actress,music_department,writer","tt0029003,tt0028079,tt0026325,tt0033323",30
tt0035791,2.0,nm0662335,movie,The Deerslayer,0.0,\N,67.0,movie,The Deerslayer,The Deerslayer,0,1943,\N,67,"Action,Adventure,Drama",Jean Parker,1915,2005,"actress,soundtrack,archive_footage","tt0024264,tt0042531,tt0035453,tt0036653",28
tt0035819,3.0,nm0461618,movie,Don Winslow of the Coast Guard,0.0,\N,245.0,movie,Don Winslow of the Coast Guard,Don Winslow of the Coast Guard,0,1943,\N,245,"Action,Drama,War",Elyse Knox,1917,2012,"actress,soundtrack,archive_footage","tt0040460,tt0037448,tt0034183,tt0035455",26
tt0035913,3.0,nm0941666,movie,G-Men vs. The Black Dragon,0.0,\N,243.0,movie,G-Men vs. The Black Dragon,G-Men vs. The Black Dragon,0,1943,\N,243,"Action,Adventure,Drama",Constance Worth,1913,1963,"actress,archive_footage","tt0032209,tt0028715,tt0035913,tt0034545",30
tt0035949,1.0,nm0872456,movie,"Good Luck, Mr. Yates",0.0,\N,70.0,movie,"Good Luck, Mr. Yates","Good Luck, Mr. Yates",0,1943,\N,70,"Action,Drama,Romance",Claire Trevor,1910,2000,"actress,soundtrack,archive_footage","tt0040506,tt0031971,tt0037101,tt0028773",33
tt0035974,2.0,nm0892867,movie,He Hired the Boss,0.0,\N,72.0,movie,He Hired the Boss,He Hired the Boss,0,1943,\N,72,"Action,Comedy",Evelyn Venable,1913,1993,"actress,soundtrack,archive_footage","tt0025037,tt0030161,tt0025035,tt0025064",30
tt0036046,2.0,nm0814216,movie,Isle of Forgotten Sins,0.0,\N,82.0,movie,Isle of Forgotten Sins,Isle of Forgotten Sins,0,1943,\N,82,"Action,Adventure,Drama",Gale Sondergaard,1899,1985,"actress,archive_footage","tt0032762,tt0027300,tt0038303,tt0029146",44
tt0036146,2.0,nm0192974,movie,The Masked Marvel,0.0,\N,197.0,movie,The Masked Marvel,The Masked Marvel,0,1943,\N,197,"Action,Adventure,Drama",Louise Currie,1913,2013,"actress,archive_footage","tt0035640,tt0037441,tt0033317,tt0039262",30
tt0036161,2.0,nm0662335,movie,Minesweeper,0.0,\N,67.0,movie,Minesweeper,Minesweeper,0,1943,\N,67,"Action,Adventure,Comedy",Jean Parker,1915,2005,"actress,soundtrack,archive_footage","tt0024264,tt0042531,tt0035453,tt0036653",28
tt0036164,1.0,nm0485439,movie,Miss V from Moscow,0.0,\N,73.0,movie,Miss V from Moscow,Miss V from Moscow,0,1942,\N,73,"Action,Adventure,Drama",Lola Lane,1906,1981,"actress,soundtrack,archive_footage","tt0020684,tt0025687,tt0030883,tt0024936",36
tt0036182,3.0,nm0426089,movie,My Friend Flicka,0.0,\N,89.0,movie,My Friend Flicka,My Friend Flicka,0,1943,\N,89,"Action,Drama,Family",Rita Johnson,1913,1965,"actress,soundtrack,archive_footage","tt0040160,tt0040798,tt0033348,tt0033712",30
tt0036200,4.0,nm0486387,movie,Never a Dull Moment,0.0,\N,60.0,movie,Never a Dull Moment,Never a Dull Moment,0,1943,\N,60,"Action,Comedy,Music",Frances Langford,1913,2005,"actress,music_department,writer","tt0029003,tt0028079,tt0026325,tt0033323",30
tt0036255,3.0,nm0857231,movie,The Pay Off,0.0,\N,74.0,movie,The Pay Off,The Pay Off,0,1942,\N,74,"Action,Crime,Film-Noir",Tina Thayer,1923,2003,"actress,soundtrack","tt0036908,tt0036255,tt0032529,tt0034917",19
tt0036262,3.0,nm0060931,movie,The Phantom,0.0,\N,299.0,movie,The Phantom,The Phantom,0,1943,\N,299,"Action,Adventure,Drama",Jeanne Bates,1918,2007,"actress,archive_footage","tt0166924,tt0074486,tt0099423,tt0038731",25
tt0036337,2.0,nm0550583,movie,Secret Service in Darkest Africa,0.0,\N,243.0,movie,Secret Service in Darkest Africa,Secret Service in Darkest Africa,0,1943,\N,243,"Action,Adventure,War",Joan Marsh,1914,2000,"actress,soundtrack,archive_footage","tt0024486,tt0035199,tt0036337,tt0026071",29
tt0036400,3.0,nm0865372,movie,Sugata Sanshirô,0.0,\N,79.0,movie,Sanshiro Sugata,Sugata Sanshirô,0,1943,\N,79,"Action,Adventure,Drama",Yukiko Todoroki,1917,1967,"actress,soundtrack","tt0036400,tt0273836,tt0352150,tt0283653",26
tt0036407,1.0,nm0815433,movie,Swing Shift Maisie,0.0,\N,87.0,movie,Swing Shift Maisie,Swing Shift Maisie,0,1943,\N,87,"Action,Adventure,Comedy",Ann Sothern,1909,2001,"actress,music_department,soundtrack","tt0033803,tt0094315,tt0041587,tt0045435",34
tt0036414,2.0,nm0317519,movie,Tarzan Triumphs,0.0,\N,76.0,movie,Tarzan Triumphs,Tarzan Triumphs,0,1943,\N,76,"Action,Adventure,War",Frances Gifford,1920,1994,"actress,archive_footage","tt0036414,tt0034798,tt0032602,tt0033776",23
tt0036423,4.0,nm0692156,movie,Nazty Nuisance,0.0,\N,50.0,movie,Nazty Nuisance,Nazty Nuisance,0,1943,\N,50,"Action,Adventure,Comedy",Jean Porter,1922,2018,"actress,miscellaneous,soundtrack","tt0043435,tt0038352,tt0039571,tt0036602",21
tt0036439,2.0,nm0243454,movie,Tiger Fangs,0.0,\N,59.0,movie,Tiger Fangs,Tiger Fangs,0,1943,\N,59,"Action,Adventure,Mystery",June Duprez,1918,1984,"actress,soundtrack,archive_footage","tt0037135,tt0037515,tt0031334,tt0033152",25
tt0036443,1.0,nm0773525,movie,Titanic,0.0,\N,85.0,movie,Titanic,Titanic,0,1943,\N,85,"Action,Drama,History",Sybille Schmitz,1909,1955,"actress,soundtrack,archive_footage","tt0036443,tt0023649,tt0027653,tt0022869",34
tt0036449,1.0,nm0030246,movie,Tonight We Raid Calais,0.0,\N,70.0,movie,Tonight We Raid Calais,Tonight We Raid Calais,0,1943,\N,70,"Action,Drama,Romance",Annabella,1907,1996,"actress,soundtrack,archive_footage","tt0022150,tt0036449,tt0038279,tt0134075",36
tt0036518,2.0,nm0350374,movie,We've Never Been Licked,0.0,\N,103.0,movie,We've Never Been Licked,We've Never Been Licked,0,1943,\N,103,"Action,Drama,Romance",Anne Gwynne,1918,2003,"actress,soundtrack,archive_footage","tt0036931,tt0037302,tt0039320,tt0041133",25
tt0036533,2.0,nm0751946,movie,Whistling in Brooklyn,0.0,\N,87.0,movie,Whistling in Brooklyn,Whistling in Brooklyn,0,1943,\N,87,"Action,Comedy,Crime",Ann Rutherford,1917,2012,"actress,soundtrack,archive_footage","tt0031381,tt0031517,tt0034389,tt0035552",26
tt0036636,2.0,nm0497346,movie,Belle of the Yukon,0.0,\N,83.0,movie,Belle of the Yukon,Belle of the Yukon,0,1944,\N,83,"Action,Musical,Romance",Gypsy Rose Lee,1911,1970,"actress,writer,soundtrack","tt0036636,tt0028566,tt0036384,tt0029902",33
tt0036637,3.0,nm0481960,movie,Beneath Western Skies,0.0,\N,56.0,movie,Beneath Western Skies,Beneath Western Skies,0,1944,\N,56,"Action,Comedy,Music",Effie Laird,1888,1986,actress,"tt0038129,tt0036637,tt0042151,tt0043071",56
tt0036641,4.0,nm0662223,movie,Between Two Worlds,0.0,\N,112.0,movie,Between Two Worlds,Between Two Worlds,0,1944,\N,112,"Action,Adventure,Drama",Eleanor Parker,1922,2013,"actress,soundtrack,archive_footage","tt0059742,tt0042296,tt0048210,tt0043465",22
tt0036644,3.0,nm0581197,movie,The Big Noise,0.0,\N,74.0,movie,The Big Noise,The Big Noise,0,1944,\N,74,"Action,Adventure,Comedy",Doris Merrick,1919,2019,"actress,soundtrack","tt0036644,tt0045282,tt0179810,tt0035443",25
tt0036697,3.0,nm0336790,movie,Captain America,0.0,\N,244.0,movie,Captain America,Captain America,0,1944,\N,244,"Action,Adventure,Sci-Fi",Lorna Gray,1917,2017,"actress,soundtrack,archive_footage","tt0038456,tt0036697,tt0037694,tt0031614",27
tt0036724,2.0,nm0292471,movie,Cowboy Canteen,0.0,\N,72.0,movie,Cowboy Canteen,Cowboy Canteen,0,1944,\N,72,"Action,Drama,Music",Jane Frazee,1915,1985,"actress,soundtrack,archive_footage","tt0039236,tt0033704,tt0037235,tt0033919",29
tt0036754,3.0,nm0548056,movie,The Desert Hawk,0.0,\N,285.0,movie,The Desert Hawk,The Desert Hawk,0,1944,\N,285,"Action,Adventure,Comedy",Mona Maris,1903,1991,"actress,soundtrack,archive_footage","tt0033517,tt0021215,tt0024466,tt0036811",41
tt0036798,2.0,nm0245304,movie,Escape to Danger,0.0,\N,84.0,movie,Escape to Danger,Escape to Danger,0,1943,\N,84,"Action,Romance,Thriller",Ann Dvorak,1911,1979,"actress,miscellaneous,soundtrack","tt0023427,tt0028695,tt0026393,tt0023590",32
tt0036845,2.0,nm0446715,movie,Gambler's Choice,0.0,\N,66.0,movie,Gambler's Choice,Gambler's Choice,0,1944,\N,66,"Action,Crime,Drama",Nancy Kelly,1921,1995,"actress,soundtrack,archive_footage","tt0048977,tt0031507,tt0035795,tt0032873",23
tt0036875,2.0,nm0856074,movie,"Goodnight, Sweetheart",0.0,\N,67.0,movie,"Goodnight, Sweetheart","Goodnight, Sweetheart",0,1944,\N,67,"Action,Comedy,Crime",Ruth Terry,1920,2016,"actress,soundtrack,archive_footage","tt0039841,tt0037109,tt0036266,tt0034432",24
tt0036878,2.0,nm0915913,movie,The Great Alaskan Mystery,0.0,\N,223.0,movie,The Great Alaskan Mystery,The Great Alaskan Mystery,0,1944,\N,223,"Action,Adventure,Drama",Marjorie Weaver,1913,1994,"actress,soundtrack,archive_footage","tt0035027,tt0036878,tt0034931,tt0032788",31
tt0036879,4.0,nm0254445,movie,The Great Mike,0.0,\N,72.0,movie,The Great Mike,The Great Mike,0,1944,\N,72,"Action,Adventure,Comedy",Edythe Elliott,1886,1978,actress,"tt0039948,tt0038601,tt0038535,tt0035500",58
tt0036890,1.0,nm0599688,movie,Gypsy Wildcat,0.0,\N,77.0,movie,Gypsy Wildcat,Gypsy Wildcat,0,1944,\N,77,"Action,Drama,Romance",Maria Montez,1912,1951,"actress,soundtrack,archive_footage","tt0034465,tt0036716,tt0038134,tt0040794",32
tt0036900,2.0,nm0017731,movie,Haunted Harbor,0.0,\N,243.0,movie,Haunted Harbor,Haunted Harbor,0,1944,\N,243,"Action,Adventure,Crime",Kay Aldridge,1917,1995,"actress,archive_footage","tt0032410,tt0035181,tt0031418,tt0037985",27
tt0036953,3.0,nm0404649,movie,In Society,0.0,\N,75.0,movie,In Society,In Society,0,1944,\N,75,"Action,Comedy,Crime",Marion Hutton,1919,1987,"actress,soundtrack,archive_footage","tt0041604,tt0036953,tt0036623,tt0035764",25
tt0037012,2.0,nm0571085,movie,Leave It to the Irish,0.0,\N,71.0,movie,Leave It to the Irish,Leave It to the Irish,0,1944,\N,71,"Action,Comedy,Drama",Wanda McKay,1915,1996,"actress,archive_footage","tt0040500,tt0035791,tt0037084,tt0037786",29
tt0037028,1.0,nm0134411,movie,Louisiana Hayride,0.0,\N,67.0,movie,Louisiana Hayride,Louisiana Hayride,0,1944,\N,67,"Action,Comedy,Music",Judy Canova,1913,1983,"actress,soundtrack,archive_footage","tt0034193,tt0037028,tt0034074,tt0035474",31
tt0037038,2.0,nm0747413,movie,Main Street After Dark,0.0,\N,57.0,movie,Main Street After Dark,Main Street After Dark,0,1945,\N,57,"Action,Crime,Drama",Selena Royle,1904,1983,"actress,soundtrack,archive_footage","tt0041452,tt0040271,tt0040491,tt0042376",41
tt0037083,1.0,nm0299661,movie,La monja alférez,0.0,\N,88.0,movie,La monja alférez,La monja alférez,0,1944,\N,88,"Action,Adventure,Drama",María Félix,1914,2002,"actress,producer,soundtrack","tt0038510,tt0039793,tt0059858,tt0046998",30
tt0037089,1.0,nm0192033,movie,Moss Rose,0.0,\N,82.0,movie,Moss Rose,Moss Rose,0,1947,\N,82,"Action,Crime,Film-Noir",Peggy Cummins,1925,2017,"actress,archive_footage","tt0042530,tt0050766,tt0040325,tt0051713",22
tt0037098,3.0,nm0160417,movie,The Mummy's Curse,0.0,\N,60.0,movie,The Mummy's Curse,The Mummy's Curse,0,1944,\N,60,"Action,Fantasy,Horror",Virginia Christine,1920,1996,"actress,archive_footage","tt0049366,tt0061735,tt0037098,tt0055031",24
tt0037114,3.0,nm0552744,movie,Mystery of the River Boat,0.0,\N,218.0,movie,Mystery of the River Boat,Mystery of the River Boat,0,1944,\N,218,"Action,Adventure,Crime",Marion Martin,1908,1985,"actress,soundtrack,archive_footage","tt0035061,tt0031619,tt0036094,tt0032273",36
tt0037115,2.0,nm0195888,movie,Nabonga,0.0,\N,75.0,movie,Nabonga,Nabonga,0,1944,\N,75,"Action,Crime,Drama",Fifi D'Orsay,1904,1983,"actress,soundtrack,archive_footage","tt0037115,tt0022940,tt0020490,tt0024257",40
tt0037212,4.0,nm0308255,movie,The Rats of Tobruk,0.0,\N,68.0,movie,The Rats of Tobruk,The Rats of Tobruk,0,1944,\N,68,"Action,Drama,War",Pauline Garrick,1921,2001,actress,tt0037212,23
tt0037253,2.0,nm0484808,movie,Secret Command,0.0,\N,82.0,movie,Secret Command,Secret Command,0,1944,\N,82,"Action,Drama,Romance",Carole Landis,1919,1948,"actress,writer,soundtrack","tt0033740,tt0038908,tt0034303,tt0034115",25
