tconst,ordering,nconst,titleType,originalTitle,isAdult,endYear,runtimeMinutes,primaryTitle,startYear,genres,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,age
tt0039568,2.0,nm0354853,movie,A Likely Story,0.0,\N,80,A Likely Story,1947,Comedy,Barbara Hale,1922,2017,"actress,soundtrack,archive_footage","tt0050051,tt0065377,tt0073043,tt0042046",25
tt0039595,2.0,nm0943837,movie,Magic Town,0.0,\N,103,Magic Town,1947,"Comedy,Romance",Jane Wyman,1917,2007,"actress,writer,producer","tt0081858,tt0043350,tt0047811,tt0037884",30
tt0039808,2.0,nm0562920,movie,The Secret Life of Walter Mitty,0.0,\N,110,The Secret Life of Walter Mitty,1947,"Comedy,Fantasy,Romance",Virginia Mayo,1920,2005,"actress,soundtrack,archive_footage","tt0042041,tt0036868,tt0040820,tt0043379",27
tt0039823,3.0,nm0220605,movie,Le silence est d'or,0.0,\N,100,Man About Town,1947,"Comedy,Drama,Romance",Marcelle Derrien,1923,2008,"actress,archive_footage","tt0142401,tt0039823,tt2704794,tt0155626",24
tt0040331,2.0,nm0236860,movie,Every Girl Should Be Married,0.0,\N,85,Every Girl Should Be Married,1948,"Comedy,Drama,Romance",Betsy Drake,1923,2015,"actress,writer,soundtrack","tt0040331,tt0045102,tt0044013,tt0051196",25
tt0040395,2.0,nm0792130,movie,Good Sam,0.0,\N,114,Good Sam,1948,"Comedy,Drama,Romance",Ann Sheridan,1915,1967,"actress,producer,soundtrack","tt0034946,tt0033149,tt0039666,tt0037273",33
tt0040464,2.0,nm0204843,movie,If You Knew Susie,0.0,\N,90.0,If You Knew Susie,1948,Comedy,Joan Davis,1912,1961,"actress,producer,soundtrack","tt0033723,tt0037736,tt0036633,tt0036978",36
tt0040580,7.0,nm0028739,movie,Melody Time,0.0,\N,75.0,Melody Time,1948,"Animation,Comedy,Family",Laverne Andrews,1911,1967,"actress,archive_footage","tt0035218,tt0039776,tt0037086,tt0033436",37
tt0040613,2.0,nm0001485,movie,Mr. Blandings Builds His Dream House,0.0,\N,94.0,Mr. Blandings Builds His Dream House,1948,"Comedy,Romance",Myrna Loy,1905,1993,"actress,soundtrack,archive_footage","tt0025878,tt0036868,tt0040613,tt0027260",43
tt0040720,1.0,nm0949835,movie,Rachel and the Stranger,0.0,\N,93.0,Rachel and the Stranger,1948,"Adventure,Comedy,Drama",Loretta Young,1913,2000,"actress,producer,soundtrack","tt0038991,tt0039370,tt0024334,tt0032397",35
tt0041093,2.0,nm0000073,movie,Adventure in Baltimore,0.0,\N,89.0,Adventure in Baltimore,1949,"Comedy,Drama",Shirley Temple,1928,2014,"actress,writer,miscellaneous","tt0016029,tt0030657,tt0024914,tt0031580",21
tt0041208,1.0,nm0001055,movie,Bride for Sale,0.0,\N,87.0,Bride for Sale,1949,Comedy,Claudette Colbert,1903,1996,"actress,soundtrack,archive_footage","tt0025316,tt0036367,tt0029929,tt0037280",46
tt0041473,2.0,nm0001463,movie,Holiday Affair,0.0,\N,87.0,Holiday Affair,1949,"Comedy,Drama,Family",Janet Leigh,1927,2004,"actress,producer,miscellaneous","tt0054215,tt0056218,tt0052311,tt0080749",22
tt0041531,2.0,nm0815433,movie,The Judge Steps Out,0.0,\N,91.0,The Judge Steps Out,1948,"Comedy,Drama",Ann Sothern,1909,2001,"actress,music_department,soundtrack","tt0033803,tt0094315,tt0041587,tt0045435",39
tt0286954,2.0,nm0950346,movie,Shahr el asal,0.0,\N,\N,Honeymoon,1945,"Comedy,Musical,Romance",Madihah Yusri,1919,2018,"actress,producer,writer","tt0371382,tt0310632,tt0318820,tt0355630",26
tt4800094,2.0,nm1044840,movie,Honeymoon,0.0,\N,\N,Honeymoon,1946,"Comedy,Romance",Norma Blancaflor,1919,2004,actress,"tt1690100,tt0764799,tt1127796,tt0469552",27
