tconst,ordering,nconst,titleType_x,originalTitle_x,isAdult_x,endYear_x,runtimeMinutes_x,titleType_y,primaryTitle,originalTitle_y,isAdult_y,startYear,endYear_y,runtimeMinutes_y,genres,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,age
tt0035479,2.0,nm0000910,movie,Twin Beds,0.0,\N,85,movie,Twin Beds,Twin Beds,0,1942,\N,85,"Comedy,Romance",Joan Bennett,1910,1990,"actress,soundtrack,archive_footage","tt0076786,tt0038057,tt0037469,tt0024264",32
tt0035480,4.0,nm0510989,movie,Two Weeks to Live,0.0,\N,76,movie,Two Weeks to Live,Two Weeks to Live,0,1943,\N,76,"Action,Comedy",Kay Linaker,1913,2008,"actress,writer,soundtrack","tt0094761,tt0051418,tt0035532,tt0031371",30
tt0035481,3.0,nm0086268,movie,Two Yanks in Trinidad,0.0,\N,84,movie,Two Yanks in Trinidad,Two Yanks in Trinidad,0,1942,\N,84,"Action,Adventure,Comedy",Janet Blair,1921,2007,"actress,soundtrack,archive_footage","tt0040166,tt0040379,tt0035105,tt0040457",21
tt0035504,2.0,nm0337113,movie,The Vanishing Virginian,0.0,\N,97,movie,The Vanishing Virginian,The Vanishing Virginian,0,1942,\N,97,"Biography,Comedy,Drama",Kathryn Grayson,1922,2010,"actress,soundtrack,archive_footage","tt0045963,tt0044030,tt0036432,tt0039054",20
tt0035505,1.0,nm0431198,movie,Varaventtiili,0.0,\N,100,movie,Varaventtiili,Varaventtiili,0,1942,\N,100,"Comedy,Romance",Lea Joutseno,1910,1977,"actress,writer,soundtrack","tt0036783,tt0040509,tt0038231,tt0036453",32
tt0035508,3.0,nm0549032,movie,Der verkaufte Großvater,0.0,\N,100,movie,Der verkaufte Großvater,Der verkaufte Großvater,0,1942,\N,100,Comedy,Winnie Markus,1921,2002,"actress,producer,soundtrack","tt0096733,tt0035540,tt0040612,tt0230944",21
tt0035510,1.0,nm0247954,movie,Vi hemslavinnor,0.0,\N,88,movie,We Home Toilers,Vi hemslavinnor,0,1942,\N,88,Comedy,Dagmar Ebbesen,1891,1954,"actress,soundtrack,archive_footage","tt0029576,tt0047167,tt0014966,tt0046345",51
tt0035512,2.0,nm0815561,movie,Viaje sin destino,0.0,\N,73,movie,Viaje sin destino,Viaje sin destino,0,1942,\N,73,Comedy,Luchy Soto,1919,1970,actress,"tt0031609,tt0415421,tt0447779,tt0035876",23
tt0035518,1.0,nm0432041,movie,Viel Lärm um Nixi,0.0,\N,105,movie,Viel Lärm um Nixi,Viel Lärm um Nixi,0,1942,\N,105,Comedy,Jenny Jugo,1904,2001,"actress,archive_footage","tt0032835,tt0141753,tt0019110,tt0022923",38
tt0035526,4.0,nm0828753,movie,Vårat gäng,0.0,\N,90,movie,Vårat gäng,Vårat gäng,0,1942,\N,90,"Comedy,Music",Ruth Stevens,1903,1989,actress,"tt0034329,tt0026366,tt0024147,tt0029575",39
tt0035537,1.0,nm0790454,movie,We Were Dancing,0.0,\N,95,movie,We Were Dancing,We Were Dancing,0,1942,\N,95,"Comedy,Romance",Norma Shearer,1902,1983,"actress,soundtrack,archive_footage","tt0020827,tt0030418,tt0021885,tt0024865",40
tt0035539,4.0,nm0822574,movie,We'll Smile Again,0.0,\N,93,movie,We'll Smile Again,We'll Smile Again,0,1942,\N,93,"Comedy,Musical",Phyllis Stanley,1914,1992,"actress,soundtrack,archive_footage","tt0036428,tt0035121,tt0044128,tt0041501",28
tt0035550,2.0,nm0292471,movie,When Johnny Comes Marching Home,0.0,\N,74,movie,When Johnny Comes Marching Home,When Johnny Comes Marching Home,0,1942,\N,74,"Comedy,Musical,Romance",Jane Frazee,1915,1985,"actress,soundtrack,archive_footage","tt0039236,tt0033704,tt0037235,tt0033919",27
tt0035551,2.0,nm0431502,movie,Whispering Ghosts,0.0,\N,75,movie,Whispering Ghosts,Whispering Ghosts,0,1942,\N,75,"Comedy,Horror,Mystery",Brenda Joyce,1917,2009,"actress,archive_footage","tt0031835,tt0038151,tt0039011,tt0037989",25
tt0035552,2.0,nm0751946,movie,Whistling in Dixie,0.0,\N,74,movie,Whistling in Dixie,Whistling in Dixie,0,1942,\N,74,"Comedy,Crime,Mystery",Ann Rutherford,1917,2012,"actress,soundtrack,archive_footage","tt0031381,tt0031517,tt0034389,tt0035552",25
tt0035555,7.0,nm0020145,movie,Who Done It?,0.0,\N,77,movie,Who Done It?,Who Done It?,0,1942,\N,77,"Comedy,Mystery",Louise Allbritton,1920,1979,"actress,archive_footage","tt0036376,tt0041308,tt0035195,tt0036911",22
tt0035556,2.0,nm0397486,movie,Who Is Hope Schuyler?,0.0,\N,59,movie,Who Is Hope Schuyler?,Who Is Hope Schuyler?,0,1942,\N,59,"Action,Adventure,Comedy",Mary Howard,1914,2009,"actress,soundtrack,archive_footage","tt0032181,tt0033389,tt0035437,tt0034997",28
tt0035559,2.0,nm0392318,movie,Wiener Blut,0.0,\N,106,movie,Vienna Blood,Wiener Blut,0,1942,\N,106,"Comedy,Music",Maria Holst,1917,1980,"actress,archive_footage","tt0035925,tt0049876,tt0041680,tt0045950",25
tt0035560,1.0,nm0000910,movie,The Wife Takes a Flyer,0.0,\N,86,movie,The Wife Takes a Flyer,The Wife Takes a Flyer,0,1942,\N,86,"Comedy,Romance,War",Joan Bennett,1910,1990,"actress,soundtrack,archive_footage","tt0076786,tt0038057,tt0037469,tt0024264",32
tt0035566,1.0,nm0921411,movie,Wir machen Musik,0.0,\N,95,movie,Wir machen Musik,Wir machen Musik,0,1942,\N,95,"Comedy,Musical",Ilse Werner,1921,2005,"actress,soundtrack,archive_footage","tt0457400,tt0164600,tt0101994,tt0036191",21
tt0035567,2.0,nm0000031,movie,Woman of the Year,0.0,\N,114,movie,Woman of the Year,Woman of the Year,0,1942,\N,114,"Comedy,Drama,Romance",Katharine Hepburn,1907,2003,"actress,writer,soundtrack","tt0063227,tt0032904,tt0082846,tt0043265",35
tt0035568,3.0,nm0911788,movie,Women Aren't Angels,0.0,\N,85,movie,Women Aren't Angels,Women Aren't Angels,0,1943,\N,85,"Comedy,War",Polly Ward,1909,1987,"actress,editor,soundtrack","tt0025588,tt0035568,tt0134702,tt0028248",34
tt0035572,5.0,nm0511628,movie,A Yank at Eton,0.0,\N,88,movie,A Yank at Eton,A Yank at Eton,0,1942,\N,88,"Comedy,Family",Marta Linden,1903,1990,actress,"tt0035572,tt0036407,tt0037040,tt0035238",39
tt0035576,2.0,nm0372351,movie,The Yanks Are Coming,0.0,\N,65,movie,The Yanks Are Coming,The Yanks Are Coming,0,1942,\N,65,"Comedy,Musical,Romance",Mary Healy,1918,2015,"actress,soundtrack,archive_footage","tt0045464,tt0084268,tt0031013,tt0034416",24
tt0035580,1.0,nm0181559,movie,Yo bailé con don Porfirio,0.0,\N,92,movie,I Danced with Don Porfirio,Yo bailé con don Porfirio,0,1942,\N,92,"Comedy,Musical",Mapy Cortés,1910,1998,"actress,soundtrack,archive_footage","tt0217996,tt0208070,tt0219298,tt0220501",32
tt0035581,2.0,nm0204843,movie,Yokel Boy,0.0,\N,69,movie,Yokel Boy,Yokel Boy,0,1942,\N,69,"Comedy,Crime,Romance",Joan Davis,1912,1961,"actress,producer,soundtrack","tt0033723,tt0037736,tt0036633,tt0036978",30
tt0035583,2.0,nm0000028,movie,You Were Never Lovelier,0.0,\N,97,movie,You Were Never Lovelier,You Were Never Lovelier,0,1942,\N,97,"Comedy,Musical,Romance",Rita Hayworth,1918,1987,"actress,producer,soundtrack","tt0038559,tt0040525,tt0035103,tt0036723",24
tt0035584,2.0,nm0350374,movie,You're Telling Me,0.0,\N,60,movie,You're Telling Me,You're Telling Me,0,1942,\N,60,Comedy,Anne Gwynne,1918,2003,"actress,soundtrack,archive_footage","tt0036931,tt0037302,tt0039320,tt0041133",24
tt0035587,2.0,nm0856074,movie,Youth on Parade,0.0,\N,72,movie,Youth on Parade,Youth on Parade,0,1942,\N,72,"Comedy,Music",Ruth Terry,1920,2016,"actress,soundtrack,archive_footage","tt0039841,tt0037109,tt0036266,tt0034432",22
tt0035590,4.0,nm0194930,movie,La zia di Carlo,0.0,\N,66,movie,La zia di Carlo,La zia di Carlo,0,1943,\N,66,Comedy,Lucy D'Albert,1914,1984,actress,"tt0031642,tt0385512,tt0046380,tt0050436",29
tt0035594,1.0,nm0958165,movie,Álomkeringö,0.0,\N,90,movie,Álomkeringö,Álomkeringö,0,1943,\N,90,Comedy,Margit Zsilley,1920,1966,actress,"tt0034879,tt0033863,tt0035594,tt0035484",23
tt0035604,1.0,nm0405904,movie,Abenteuer im Grandhotel,0.0,\N,91,movie,Abenteuer im Grandhotel,Abenteuer im Grandhotel,0,1943,\N,91,"Comedy,Romance",Carola Höhn,1910,2005,"actress,soundtrack","tt0027351,tt0093926,tt0035604,tt0027858",33
tt0035609,4.0,nm0340551,movie,Adieu Léonard,0.0,\N,104,movie,Adieu Léonard,Adieu Léonard,0,1943,\N,104,Comedy,Denise Grey,1896,1996,"actress,soundtrack,archive_footage","tt0083686,tt0082100,tt0038476,tt0149631",47
tt0035617,4.0,nm0924916,movie,Air Raid Wardens,0.0,\N,67,movie,Air Raid Wardens,Air Raid Wardens,0,1943,\N,67,Comedy,Jacqueline White,1922,\N,"actress,archive_footage,archive_sound","tt0044954,tt0038938,tt0036407,tt0039659",21
tt0035619,2.0,nm0846021,movie,Akrobat Schööön!,0.0,\N,85,movie,Akrobat Schööön!,Akrobat Schööön!,0,1943,\N,85,Comedy,Clara Tabody,1915,1986,"actress,archive_footage","tt0035045,tt0954320,tt0033049,tt0032303",28
tt0035620,1.0,nm0785115,movie,Aktrisa,0.0,\N,76,movie,Aktrisa,Aktrisa,0,1943,\N,76,"Comedy,Romance,War",Galina Sergeyeva,1914,2000,actress,"tt0025691,tt0035620,tt0351388,tt0334613",29
tt0035621,2.0,nm0826503,movie,Aktören,0.0,\N,88,movie,Aktören,Aktören,0,1943,\N,88,"Comedy,Drama",Gaby Stenberg,1923,2011,"actress,soundtrack,archive_footage","tt0103523,tt0035006,tt0122527,tt0047632",20
tt0035625,1.0,nm0485537,movie,All by Myself,0.0,\N,68,movie,All by Myself,All by Myself,0,1943,\N,68,"Comedy,Romance",Rosemary Lane,1913,1974,"actress,soundtrack","tt0032198,tt0035625,tt0035972,tt0030149",30
tt0035627,1.0,nm0003241,movie,Alles aus Liebe,0.0,\N,88,movie,Alles aus Liebe,Alles aus Liebe,0,1943,\N,88,Comedy,Heli Finkenzeller,1911,1991,"actress,soundtrack","tt0122275,tt0049183,tt0031763,tt0030721",32
tt0035628,2.0,nm0485015,movie,Altes Herz wird wieder jung,0.0,\N,97,movie,Altes Herz wird wieder jung,Altes Herz wird wieder jung,0,1943,\N,97,Comedy,Maria Landrock,1923,1992,"actress,miscellaneous,soundtrack","tt0228039,tt0034009,tt0032227,tt0136288",20
tt0035631,1.0,nm0002052,movie,The Amazing Mrs. Holliday,0.0,\N,96,movie,The Amazing Mrs. Holliday,The Amazing Mrs. Holliday,0,1943,\N,96,"Comedy,Drama,Music",Deanna Durbin,1921,2013,"actress,soundtrack,archive_footage","tt0033766,tt0037859,tt0032644,tt0031311",22
tt0035638,7.0,nm0694977,movie,"Antes de entrar, dejen salir",0.0,\N,76,movie,"Antes de entrar, dejen salir","Antes de entrar, dejen salir",0,1943,\N,76,Comedy,María Dolores Pradera,1924,2018,"actress,soundtrack,archive_footage","tt0047691,tt0037676,tt0042717,tt0047252",19
tt0035641,1.0,nm0230981,movie,Apparizione,0.0,\N,57,movie,Apparition,Apparizione,0,1943,\N,57,Comedy,Fioretta Dolfi,1920,\N,actress,"tt0035656,tt0035641,tt0036825,tt0034672",23
tt0035648,3.0,nm0204843,movie,Around the World,0.0,\N,80,movie,Around the World,Around the World,0,1943,\N,80,"Comedy,Musical",Joan Davis,1912,1961,"actress,producer,soundtrack","tt0033723,tt0037736,tt0036633,tt0036978",31
tt0035649,1.0,nm0346141,movie,¡Arriba las mujeres!,0.0,\N,82,movie,¡Arriba las mujeres!,¡Arriba las mujeres!,0,1943,\N,82,"Comedy,Drama",Consuelo Guerrero de Luna,1905,1972,"actress,archive_footage","tt0038993,tt0037083,tt0034417,tt0035649",38
tt0035652,1.0,nm0555939,movie,Así son ellas,0.0,\N,\N,movie,Así son ellas,Así son ellas,0,1944,\N,\N,"Comedy,Drama",Gloria Marín,1919,1983,"actress,costume_department,archive_footage","tt0220758,tt0235498,tt0131989,tt0134817",25
tt0035670,2.0,nm0278740,movie,Bell-Bottom George,0.0,\N,97,movie,Bell-Bottom George,Bell-Bottom George,0,1944,\N,97,"Comedy,War",Anne Firth,1918,1961,actress,"tt0040761,tt0034734,tt0035670,tt1865415",26
tt0035675,1.0,nm0000840,movie,Best Foot Forward,0.0,\N,94.0,movie,Best Foot Forward,Best Foot Forward,0,1943,\N,94,"Comedy,Musical",Lucille Ball,1911,1989,"producer,actress,production_manager","tt0043208,tt0055686,tt0062570,tt0047191",32
tt0035685,1.0,nm0815561,movie,La boda de Quinita Flores,0.0,\N,72.0,movie,La boda de Quinita Flores,La boda de Quinita Flores,0,1943,\N,72,Comedy,Luchy Soto,1919,1970,actress,"tt0031609,tt0415421,tt0447779,tt0035876",24
tt0035696,1.0,nm0738780,movie,La boîte aux rêves,0.0,\N,100.0,movie,Box of Dreams,La boîte aux rêves,0,1945,\N,100,"Comedy,Drama",Viviane Romance,1912,1991,"actress,producer,writer","tt0038824,tt0191993,tt0207295,tt0165378",33
tt0035703,1.0,nm0914083,movie,Cabin in the Sky,0.0,\N,98.0,movie,Cabin in the Sky,Cabin in the Sky,0,1943,\N,98,"Comedy,Drama,Fantasy",Ethel Waters,1896,1977,"actress,soundtrack,archive_footage","tt0035703,tt0041746,tt0044896,tt0034565",47
tt0035704,3.0,nm0482067,movie,Café de París,0.0,\N,98.0,movie,Café de París,Café de París,0,1943,\N,98,Comedy,Julia Lajos,1895,1963,"actress,archive_footage","tt0037387,tt0042406,tt0041803,tt0038433",48
tt0035709,1.0,nm0095950,movie,Campo de' fiori,0.0,\N,95.0,movie,The Peddler and the Lady,Campo de' fiori,0,1943,\N,95,"Comedy,Drama",Caterina Boratto,1915,2010,"actress,archive_footage","tt0056801,tt0073650,tt0064137,tt0035709",28
tt0035710,2.0,nm0832561,movie,Campus Rhythm,0.0,\N,63.0,movie,Campus Rhythm,Campus Rhythm,0,1943,\N,63,"Comedy,Music,Romance",Gale Storm,1922,2009,"actress,soundtrack,archive_footage","tt0042242,tt0039502,tt0048863,tt0036198",21
tt0035721,1.0,nm0211569,movie,Castillo de naipes,0.0,\N,92.0,movie,Castillo de naipes,Castillo de naipes,0,1943,\N,92,Comedy,Blanca de Silos,1914,2002,actress,"tt0039609,tt0035721,tt0035597,tt0036240",29
tt0035726,3.0,nm0060931,movie,The Chance of a Lifetime,0.0,\N,65.0,movie,The Chance of a Lifetime,The Chance of a Lifetime,0,1943,\N,65,"Adventure,Comedy,Crime",Jeanne Bates,1918,2007,"actress,archive_footage","tt0166924,tt0074486,tt0099423,tt0038731",25
tt0035728,2.0,nm0134411,movie,Chatterbox,0.0,\N,77.0,movie,Chatterbox,Chatterbox,0,1943,\N,77,Comedy,Judy Canova,1913,1983,"actress,soundtrack,archive_footage","tt0034193,tt0037028,tt0034074,tt0035474",30
tt0035731,1.0,nm0379805,movie,Una chica de opereta,0.0,\N,82.0,movie,Una chica de opereta,Una chica de opereta,0,1944,\N,82,Comedy,Josita Hernán,1914,1999,actress,"tt0032040,tt0035732,tt0023205,tt0035731",30
tt0035732,1.0,nm0379805,movie,La chica del gato,0.0,\N,80.0,movie,La chica del gato,La chica del gato,0,1943,\N,80,Comedy,Josita Hernán,1914,1999,actress,"tt0032040,tt0035732,tt0023205,tt0035731",29
tt0035738,2.0,nm0912846,movie,Cinderella Swings It,0.0,\N,69.0,movie,Cinderella Swings It,Cinderella Swings It,0,1943,\N,69,"Comedy,Drama,Musical",Gloria Warren,1926,2021,"actress,soundtrack,archive_footage","tt0035738,tt0039181,tt0038449,tt0038485",17
tt0035739,3.0,nm0138413,movie,Circo equestre Za-bum,0.0,\N,85.0,movie,Circo equestre Za-bum,Circo equestre Za-bum,0,1944,\N,85,"Adventure,Comedy,Romance",Vera Carmi,1914,1969,"actress,archive_footage","tt0035739,tt0034750,tt0034956,tt0035870",30
tt0035741,5.0,nm0911362,movie,Clancy Street Boys,0.0,\N,66.0,movie,Clancy Street Boys,Clancy Street Boys,0,1943,\N,66,Comedy,Amelita Ward,1923,1987,"actress,miscellaneous","tt0037261,tt0037837,tt0036864,tt0038248",20
tt0035742,1.0,nm0570192,movie,Claudia,0.0,\N,91.0,movie,Claudia,Claudia,0,1943,\N,91,"Comedy,Drama,Romance",Dorothy McGuire,1916,2001,"actress,soundtrack,archive_footage","tt0039416,tt0050798,tt0053320,tt0054357",27
tt0035749,1.0,nm0002107,movie,Coney Island,0.0,\N,96.0,movie,Coney Island,Coney Island,0,1943,\N,96,Comedy,Betty Grable,1916,1973,"actress,soundtrack,archive_footage","tt0045891,tt0034405,tt0033740,tt0043370",27
tt0035758,3.0,nm0832561,movie,Cosmo Jones in the Crime Smasher,0.0,\N,62.0,movie,Cosmo Jones in the Crime Smasher,Cosmo Jones in the Crime Smasher,0,1943,\N,62,"Comedy,Crime,Mystery",Gale Storm,1922,2009,"actress,soundtrack,archive_footage","tt0042242,tt0039502,tt0048863,tt0036198",21
tt0035759,2.0,nm0559242,movie,O Costa do Castelo,0.0,\N,135.0,movie,O Costa do Castelo,O Costa do Castelo,0,1943,\N,135,"Comedy,Romance",Maria Matos,1886,1952,actress,"tt0037068,tt0035759,tt0041658,tt0026900",57
tt0035761,1.0,nm0486387,movie,Cowboy in Manhattan,0.0,\N,56.0,movie,Cowboy in Manhattan,Cowboy in Manhattan,0,1943,\N,56,"Action,Comedy,Music",Frances Langford,1913,2005,"actress,music_department,writer","tt0029003,tt0028079,tt0026325,tt0033323",30
tt0035764,3.0,nm0197837,movie,Crazy House,0.0,\N,80.0,movie,Crazy House,Crazy House,0,1943,\N,80,Comedy,Cass Daley,1915,1975,"actress,soundtrack,archive_footage","tt0035379,tt0047400,tt0039544,tt0034736",28
tt0035768,1.0,nm0763396,movie,Cristina Guzmán,0.0,\N,106.0,movie,Cristina Guzmán,Cristina Guzmán,0,1943,\N,106,Comedy,Marta Santaolalla,1922,2019,"actress,music_department","tt0035768,tt0035601,tt0037432,tt0037473",21
tt0035771,2.0,nm0002104,movie,The Crystal Ball,0.0,\N,81.0,movie,The Crystal Ball,The Crystal Ball,0,1943,\N,81,"Comedy,Mystery,Romance",Paulette Goddard,1910,1990,"actress,producer,soundtrack","tt0032520,tt0027977,tt0033722,tt0037849",33
tt0035777,3.0,nm0551221,movie,The Dancing Masters,0.0,\N,63.0,movie,The Dancing Masters,The Dancing Masters,0,1943,\N,63,"Comedy,Romance",Trudy Marshall,1920,2004,"actress,soundtrack","tt0038492,tt0035777,tt0039906,tt0036998",23
tt0035778,1.0,nm0446763,movie,Danger! Women at Work,0.0,\N,59.0,movie,Danger! Women at Work,Danger! Women at Work,0,1943,\N,59,Comedy,Patsy Kelly,1910,1981,"actress,soundtrack,archive_footage","tt0063522,tt0029318,tt0030442,tt0076054",33
tt0035779,2.0,nm0450810,movie,Dangerous Blondes,0.0,\N,81.0,movie,Dangerous Blondes,Dangerous Blondes,0,1943,\N,81,"Comedy,Crime,Drama",Evelyn Keyes,1916,2008,"actress,soundtrack,archive_footage","tt0048605,tt0043938,tt0041663,tt0031381",27
tt0035781,3.0,nm0152460,movie,The Daring Young Man,0.0,\N,73.0,movie,The Daring Young Man,The Daring Young Man,0,1942,\N,73,"Comedy,Romance,War",Marguerite Chapman,1918,1999,"actress,soundtrack,archive_footage","tt0048605,tt0040245,tt0035032,tt0053593",24
tt0035785,1.0,nm0516994,movie,Dear Octopus,0.0,\N,86.0,movie,Dear Octopus,Dear Octopus,0,1943,\N,86,"Comedy,Drama",Margaret Lockwood,1916,1990,"actress,writer,soundtrack","tt0030341,tt0050233,tt0032842,tt0039509",27
tt0035792,1.0,nm0729153,movie,Deliciosamente tontos,0.0,\N,86.0,movie,Deliciosamente tontos,Deliciosamente tontos,0,1943,\N,86,"Comedy,Romance",Amparo Rivelles,1925,2013,"actress,soundtrack,archive_footage","tt0039401,tt0039371,tt0095115,tt0091181",18
tt0035793,2.0,nm0240178,movie,The Demi-Paradise,0.0,\N,114.0,movie,Adventure for Two,The Demi-Paradise,0,1943,\N,114,"Comedy,Drama,Romance",Penelope Dudley-Ward,1914,1982,actress,"tt0032313,tt0027989,tt0033868,tt0036793",29
tt0035802,5.0,nm0035251,movie,Det spökar - det spökar...,0.0,\N,82.0,movie,Det spökar - det spökar...,Det spökar - det spökar...,0,1943,\N,82,Comedy,Birgitta Arman,1921,2007,actress,"tt0036116,tt0036086,tt0038734,tt0037544",22
tt0035806,2.0,nm0135302,movie,Il diavolo va in collegio,0.0,\N,83.0,movie,Il diavolo va in collegio,Il diavolo va in collegio,0,1944,\N,83,Comedy,Anna Capodaglio,1879,1961,actress,"tt0034194,tt0030285,tt0030275,tt0037169",65
tt0035810,2.0,nm0483787,movie,Dixie,0.0,\N,89.0,movie,Dixie,Dixie,0,1943,\N,89,"Comedy,Musical",Dorothy Lamour,1914,1996,"actress,soundtrack,archive_footage","tt0092796,tt0032993,tt0057007,tt0039645",29
tt0035811,1.0,nm0028749,movie,Dixie Dugan,0.0,\N,63.0,movie,Dixie Dugan,Dixie Dugan,0,1943,\N,63,Comedy,Lois Andrews,1924,1968,"actress,soundtrack","tt0035811,tt0042389,tt0043795,tt0036846",19
tt0035824,2.0,nm0232655,movie,Doughboys in Ireland,0.0,\N,61.0,movie,Doughboys in Ireland,Doughboys in Ireland,0,1943,\N,61,"Comedy,Music,War",Jeff Donnell,1921,1988,"actress,archive_footage","tt0042593,tt0051036,tt0042251,tt0066473",22
tt0035829,3.0,nm0000840,movie,Du Barry Was a Lady,0.0,\N,101.0,movie,Du Barry Was a Lady,Du Barry Was a Lady,0,1943,\N,101,"Comedy,Musical,Romance",Lucille Ball,1911,1989,"producer,actress,production_manager","tt0043208,tt0055686,tt0062570,tt0047191",32
tt0035831,2.0,nm0138413,movie,Due cuori fra le belve,0.0,\N,83.0,movie,Due cuori fra le belve,Due cuori fra le belve,0,1943,\N,83,Comedy,Vera Carmi,1914,1969,"actress,archive_footage","tt0035739,tt0034750,tt0034956,tt0035870",29
tt0035835,2.0,nm0307549,movie,Ebberød Bank,0.0,\N,85.0,movie,Ebberød Bank,Ebberød Bank,0,1943,\N,85,Comedy,Maria Garland,1889,1967,"actress,writer","tt0035698,tt0143530,tt2428286,tt0124813",54
tt0035840,1.0,nm0729153,movie,Eloísa está debajo de un almendro,0.0,\N,109.0,movie,Eloísa está debajo de un almendro,Eloísa está debajo de un almendro,0,1943,\N,109,Comedy,Amparo Rivelles,1925,2013,"actress,soundtrack,archive_footage","tt0039401,tt0039371,tt0095115,tt0091181",18
tt0035843,1.0,nm0891627,movie,Un enredo de familia,0.0,\N,67.0,movie,Un enredo de familia,Un enredo de familia,0,1943,\N,67,Comedy,Mercedes Vecino,1916,2004,"actress,soundtrack,archive_footage","tt0057641,tt0059075,tt0052429,tt0035843",27
tt0035851,1.0,nm0613581,movie,Ez történt Budapesten,0.0,\N,95.0,movie,Ez történt Budapesten,Ez történt Budapesten,0,1944,\N,95,Comedy,Lili Muráti,1914,2003,"actress,archive_footage","tt0059113,tt0026311,tt0035484,tt0032625",30
tt0035853,2.0,nm0696163,movie,Falbalas,0.0,\N,111.0,movie,Paris Frills,Falbalas,0,1945,\N,111,"Comedy,Drama,Romance",Micheline Presle,1922,2024,"actress,soundtrack,archive_footage","tt0056093,tt0042005,tt0035853,tt0090706",23
tt0035857,4.0,nm0692156,movie,Fall In,0.0,\N,45.0,movie,Fall In,Fall In,0,1942,\N,45,Comedy,Jean Porter,1922,2018,"actress,miscellaneous,soundtrack","tt0043435,tt0038352,tt0039571,tt0036602",20
tt0035868,2.0,nm0392869,movie,Das Ferienkind,0.0,\N,85.0,movie,Das Ferienkind,Das Ferienkind,0,1943,\N,85,Comedy,Lizzi Holzschuh,1908,1979,"actress,soundtrack","tt0026472,tt0132591,tt0027193,tt0247719",35
tt0035870,1.0,nm0138413,movie,Il fidanzato di mia moglie,0.0,\N,85.0,movie,Il fidanzato di mia moglie,Il fidanzato di mia moglie,0,1943,\N,85,Comedy,Vera Carmi,1914,1969,"actress,archive_footage","tt0035739,tt0034750,tt0034956,tt0035870",29
tt0035876,1.0,nm0815561,movie,Fin de curso,0.0,\N,91.0,movie,Fin de curso,Fin de curso,0,1944,\N,91,Comedy,Luchy Soto,1919,1970,actress,"tt0031609,tt0415421,tt0447779,tt0035876",25
tt0035879,2.0,nm0256207,movie,Find the Blackmailer,0.0,\N,55.0,movie,Find the Blackmailer,Find the Blackmailer,0,1943,\N,55,"Comedy,Crime,Drama",Faye Emerson,1917,1983,"actress,soundtrack,archive_footage","tt0036641,tt0037632,tt0037055,tt0034959",26
tt0035880,2.0,nm0020145,movie,Fired Wife,0.0,\N,75.0,movie,Fired Wife,Fired Wife,0,1943,\N,75,"Comedy,Romance",Louise Allbritton,1920,1979,"actress,archive_footage","tt0036376,tt0041308,tt0035195,tt0036911",23
tt0035886,1.0,nm0138127,movie,En flicka för mej,0.0,\N,108.0,movie,En flicka för mej,En flicka för mej,0,1943,\N,108,"Comedy,Romance",Sickan Carlsson,1915,2011,"actress,soundtrack,archive_footage","tt0078957,tt0037707,tt0035006,tt0035886",28
tt0035887,1.0,nm0159943,movie,Flickan är ett fynd,0.0,\N,81.0,movie,Flickan är ett fynd,Flickan är ett fynd,0,1943,\N,81,Comedy,Irma Christenson,1915,1993,actress,"tt0035887,tt0034659,tt0037157,tt0035992",28
tt0035893,1.0,nm0057412,movie,Follies Girl,0.0,\N,72.0,movie,Follies Girl,Follies Girl,0,1943,\N,72,"Comedy,Music",Wendy Barrie,1912,1978,"actress,soundtrack,archive_footage","tt0033650,tt0031890,tt0033517,tt0033013",31
tt0035894,2.0,nm0400794,movie,Follow the Band,0.0,\N,61.0,movie,Follow the Band,Follow the Band,0,1943,\N,61,"Comedy,Music,Romance",Mary Beth Hughes,1919,1995,"actress,soundtrack","tt0037749,tt0037858,tt0040472,tt0042568",24
tt0035895,1.0,nm0802325,movie,Footlight Glamour,0.0,\N,68.0,movie,Footlight Glamour,Footlight Glamour,0,1943,\N,68,"Comedy,Family,Romance",Penny Singleton,1908,2003,"actress,soundtrack,archive_footage","tt0027260,tt0033667,tt0033404,tt0032262",35
tt0035900,1.0,nm0362863,movie,Frauen sind keine Engel,0.0,\N,80.0,movie,Frauen sind keine Engel,Frauen sind keine Engel,0,1943,\N,80,"Comedy,Musical,Romance",Marte Harell,1907,1996,"actress,soundtrack,archive_footage","tt0037705,tt0042438,tt0035900,tt0031763",36
tt0035910,1.0,nm0391561,movie,Fångad av en röst,0.0,\N,99.0,movie,Fångad av en röst,Fångad av en röst,0,1943,\N,99,Comedy,Rut Holm,1900,1971,"actress,soundtrack,archive_footage","tt0032567,tt0042798,tt0038188,tt0030336",43
tt0035915,2.0,nm0384948,movie,"Gals, Incorporated",0.0,\N,60.0,movie,"Gals, Incorporated","Gals, Incorporated",0,1943,\N,60,"Comedy,Music,Romance",Harriet Nelson,1909,1994,"actress,soundtrack,archive_footage","tt0044230,tt0035854,tt0027630,tt0034572",34
tt0035922,1.0,nm0432041,movie,Die Gattin,0.0,\N,94.0,movie,Die Gattin,Die Gattin,0,1943,\N,94,"Comedy,Romance",Jenny Jugo,1904,2001,"actress,archive_footage","tt0032835,tt0141753,tt0019110,tt0022923",39
